SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE,MMR1
6909824,RIVERSIDE,PRIVATE,,WILDOMAR,ANNE SULLIVAN PRESCHOOL AND KINDERGARTEN,18,0,4,14
6910830,RIVERSIDE,PRIVATE,,WILDOMAR,BUNDY CANYON CHRISTIAN,13,0,2,11
7094295,RIVERSIDE,PRIVATE,,WILDOMAR,CORNERSTONE CHRISTIAN,13,0,0,12
6032890,SACRAMENTO,PUBLIC,ARCOHE UNION ELEMENTARY,HERALD,ARCOHE ELEMENTARY,30,0,1,29
6032908,SACRAMENTO,PUBLIC,CENTER JOINT UNIFIED,ANTELOPE,ARTHUR S. DUDLEY ELEMENTARY,90,0,8,81
6032924,SACRAMENTO,PUBLIC,CENTER JOINT UNIFIED,ANTELOPE,CYRIL SPINELLI ELEMENTARY,42,0,8,34
6108948,SACRAMENTO,PUBLIC,CENTER JOINT UNIFIED,ANTELOPE,NORTH COUNTRY ELEMENTARY,115,0,21,93
6107734,SACRAMENTO,PUBLIC,CENTER JOINT UNIFIED,ANTELOPE,OAK HILL ELEMENTARY,96,0,18,78
105908,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,ARLENE HEIN ELEMENTARY,151,0,3,144
6109516,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,ARTHUR C. BUTLER ELEMENTARY,118,0,4,114
111732,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,CALIFORNIA MONTESSORI PROJECT - ELK GROVE CAMPUS,84,0,6,73
111112,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,CARROLL ELEMENTARY,119,0,0,119
101790,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,EDNA BATEY ELEMENTARY,117,0,2,113
6112106,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,ELITHA DONNER ELEMENTARY,123,0,3,115
6033047,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,ELK GROVE ELEMENTARY,96,0,3,93
6101844,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,ELLEN FEICKERT ELEMENTARY,72,0,4,68
6120034,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,ELLIOTT RANCH ELEMENTARY,92,0,1,85
6098743,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,FLORENCE MARKOFER ELEMENTARY,93,0,7,86
6107700,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,FOULKS RANCH ELEMENTARY,114,0,4,108
6033062,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,FRANKLIN ELEMENTARY,90,0,1,86
108738,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,HELEN CARR CASTELLO ELEMENTARY,116,0,5,109
6120018,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,IRENE B. WEST ELEMENTARY,146,0,1,142
6033088,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,JAMES A. MCKEE ELEMENTARY,72,0,2,70
6110118,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,JOHN EHRHARDT ELEMENTARY,120,1,3,116
6116818,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,JOSEPH SIMS ELEMENTARY,144,0,2,142
6033096,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,PLEASANT GROVE ELEMENTARY,49,0,2,47
6118046,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,RAYMOND CASE ELEMENTARY,115,0,3,112
105932,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,ROY HERBURGER ELEMENTARY,117,1,2,114
6118053,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,ELK GROVE,STONE LAKE ELEMENTARY,72,0,0,72
114702,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,RANCHO CORDOVA,SUNRISE ELEMENTARY,161,0,12,148
6032981,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,ANNA KIRCHGATER ELEMENTARY,126,0,2,115
108720,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,ARNOLD ADREANI ELEMENTARY,96,0,1,95
6113179,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,BARBARA COMSTOCK MORSE ELEMENTARY,113,0,1,112
6033005,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,CHARLES E. MACK ELEMENTARY,123,0,0,122
6033021,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,DAVID REESE ELEMENTARY,144,1,1,141
6033054,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,FLORIN ELEMENTARY,74,0,1,72
6077291,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,HERMAN LEIMBACH ELEMENTARY,98,0,0,97
6106355,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,ISABELLE JACKSON ELEMENTARY,119,0,3,113
6107916,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,JOHN REITH ELEMENTARY,74,0,2,72
6113187,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,MAEOLA E. BEITZEL ELEMENTARY,118,1,7,110
6110985,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,MARY TSUKAMOTO ELEMENTARY,126,0,6,120
6098750,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,PRAIRIE ELEMENTARY,157,0,0,150
6120026,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,ROBERT J. FITE ELEMENTARY,80,0,3,77
6033104,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,SAMUEL KENNEDY ELEMENTARY,122,0,0,119
6033112,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,SIERRA-ENTERPRISE ELEMENTARY,58,2,1,55
6107718,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SACRAMENTO,UNION HOUSE ELEMENTARY,120,0,0,120
6033013,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,SLOUGHHOUSE,COSUMNES RIVER ELEMENTARY,60,0,0,60
6033039,SACRAMENTO,PUBLIC,ELK GROVE UNIFIED,WILTON,C. W. DILLARD ELEMENTARY,48,0,7,41
6033138,SACRAMENTO,PUBLIC,ELVERTA JOINT ELEMENTARY,ELVERTA,ELVERTA ELEMENTARY,20,0,1,17
6033146,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,FOLSOM,BLANCHE SPRENTZ ELEMENTARY,157,0,14,141
6106892,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,FOLSOM,CARL H. SUNDAHL ELEMENTARY,40,0,1,39
6118574,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,FOLSOM,EMPIRE OAKS ELEMENTARY,80,1,6,73
106757,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,FOLSOM,FOLSOM CORDOVA K-8 COMMUNITY CHARTER,10,0,1,9
6109755,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,FOLSOM,FOLSOM HILLS ELEMENTARY,112,0,9,103
6115638,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,FOLSOM,GOLD RIDGE ELEMENTARY,81,0,5,76
6112916,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,FOLSOM,NATOMA STATION ELEMENTARY,81,0,5,76
6107965,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,FOLSOM,OAK CHAN ELEMENTARY,73,0,3,70
113621,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,FOLSOM,RUSSELL RANCH ELEMENTARY,97,0,3,94
100404,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,FOLSOM,SANDRA J. GALLARDO ELEMENTARY,80,0,9,71
6033252,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,FOLSOM,THEODORE JUDAH ELEMENTARY,59,0,1,56
6033203,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,MATHER,MATHER HEIGHTS ELEMENTARY,52,0,4,48
6033153,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,RANCHO CORDOVA,CORDOVA GARDENS ELEMENTARY,44,0,4,40
6033179,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,RANCHO CORDOVA,CORDOVA MEADOWS ELEMENTARY,64,0,3,61
6033187,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,RANCHO CORDOVA,CORDOVA VILLA ELEMENTARY,125,0,8,115
111278,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,RANCHO CORDOVA,NAVIGATOR ELEMENTARY,64,0,4,60
6033211,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,RANCHO CORDOVA,PETER J. SHIELDS ELEMENTARY,57,0,10,47
6033229,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,RANCHO CORDOVA,RANCHO CORDOVA ELEMENTARY,84,0,8,76
6033278,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,RANCHO CORDOVA,WHITE ROCK ELEMENTARY,92,2,1,86
6033286,SACRAMENTO,PUBLIC,FOLSOM-CORDOVA UNIFIED,RANCHO CORDOVA,WILLIAMSON ELEMENTARY,128,0,5,117
107946,SACRAMENTO,PUBLIC,GALT JOINT UNION ELEMENTARY,GALT,LAKE CANYON ELEMENTARY,80,0,2,76
6114185,SACRAMENTO,PUBLIC,GALT JOINT UNION ELEMENTARY,GALT,MARENGO RANCH ELEMENTARY,64,0,7,57
6110654,SACRAMENTO,PUBLIC,GALT JOINT UNION ELEMENTARY,GALT,RIVER OAKS ELEMENTARY,72,0,5,67
6033310,SACRAMENTO,PUBLIC,GALT JOINT UNION ELEMENTARY,GALT,VALLEY OAKS ELEMENTARY,86,0,2,84
119420,SACRAMENTO,PUBLIC,GALT JOINT UNION ELEMENTARY,GALT,VERNON E. GREER ELEMENTARY,75,0,3,72
6100432,SACRAMENTO,PUBLIC,NATOMAS UNIFIED,SACRAMENTO,AMERICAN LAKES ELEMENTARY,78,0,0,78
6107981,SACRAMENTO,PUBLIC,NATOMAS UNIFIED,SACRAMENTO,BANNON CREEK ELEMENTARY,108,0,0,96
116806,SACRAMENTO,PUBLIC,NATOMAS UNIFIED,SACRAMENTO,H. ALLEN HIGHT ELEMENTARY,120,1,1,99
111138,SACRAMENTO,PUBLIC,NATOMAS UNIFIED,SACRAMENTO,HERON,126,2,1,112
6104731,SACRAMENTO,PUBLIC,NATOMAS UNIFIED,SACRAMENTO,JEFFERSON ELEMENTARY,87,0,2,81
3430659,SACRAMENTO,PUBLIC,NATOMAS UNIFIED,SACRAMENTO,NATOMAS CHARTER,74,0,8,52
6117535,SACRAMENTO,PUBLIC,NATOMAS UNIFIED,SACRAMENTO,NATOMAS PARK ELEMENTARY,180,0,6,138
6118624,SACRAMENTO,PUBLIC,NATOMAS UNIFIED,SACRAMENTO,TWO RIVERS ELEMENTARY,84,2,7,68
108860,SACRAMENTO,PUBLIC,NATOMAS UNIFIED,SACRAMENTO,WESTLAKE CHARTER,110,0,3,107
102277,SACRAMENTO,PUBLIC,NATOMAS UNIFIED,SACRAMENTO,WITTER RANCH ELEMENTARY,152,1,3,122
114660,SACRAMENTO,PUBLIC,RIVER DELTA JOINT UNIFIED,CLARKSBURG,DELTA ELEMENTARY CHARTER,57,0,2,55
6033641,SACRAMENTO,PUBLIC,RIVER DELTA JOINT UNIFIED,COURTLAND,BATES ELEMENTARY,21,0,0,20
6033666,SACRAMENTO,PUBLIC,RIVER DELTA JOINT UNIFIED,ISLETON,ISLETON ELEMENTARY,20,0,1,18
6033716,SACRAMENTO,PUBLIC,RIVER DELTA JOINT UNIFIED,RIO VISTA,D. H. WHITE ELEMENTARY,57,0,2,48
6033708,SACRAMENTO,PUBLIC,RIVER DELTA JOINT UNIFIED,WALNUT GROVE,WALNUT GROVE ELEMENTARY,32,0,0,32
6033724,SACRAMENTO,PUBLIC,ROBLA ELEMENTARY,SACRAMENTO,BELL AVENUE ELEMENTARY,75,0,0,72
6112296,SACRAMENTO,PUBLIC,ROBLA ELEMENTARY,SACRAMENTO,GLENWOOD ELEMENTARY,95,0,0,94
6033732,SACRAMENTO,PUBLIC,ROBLA ELEMENTARY,SACRAMENTO,MAIN AVENUE ELEMENTARY,47,0,0,43
6033740,SACRAMENTO,PUBLIC,ROBLA ELEMENTARY,SACRAMENTO,ROBLA ELEMENTARY,72,0,4,64
6033757,SACRAMENTO,PUBLIC,ROBLA ELEMENTARY,SACRAMENTO,TAYLOR STREET ELEMENTARY,48,0,0,47
6033765,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,A. M. WINN ELEMENTARY,47,0,2,38
6099808,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,ABRAHAM LINCOLN ELEMENTARY,69,0,3,62
6034078,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,ALICE BIRNEY WALDORF-INSPIRED K-8,62,0,20,42
102343,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,ASPIRE CAPITOL HEIGHTS ACADEMY, ,,,
6033799,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,BOWLING GREEN ELEMENTARY,54,0,0,36
6033807,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,BRET HARTE ELEMENTARY,39,0,2,31
6033815,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,CALEB GREENWOOD,61,2,1,48
111757,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,CALIFORNIA MONTESSORI PROJECT - CAPITOL CAMPUS,45,0,6,39
6033823,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,CAMELLIA ELEMENTARY,80,0,0,74
123901,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,CAPITOL COLLEGIATE ACADEMY,72,0,0,72
6033831,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,CAROLINE WENZEL ELEMENTARY,32,0,0,31
6034243,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,CROCKER/RIVERSIDE ELEMENTARY,92,0,2,81
6033880,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,DAVID LUBIN ELEMENTARY,76,0,0,63
6033906,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,EARL WARREN ELEMENTARY,70,1,0,65
6033914,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,EDWARD KEMBLE ELEMENTARY,130,0,0,118
6033930,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,ELDER CREEK ELEMENTARY,106,0,0,100
6033948,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,ETHEL I. BAKER ELEMENTARY,93,0,1,89
6033955,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,ETHEL PHILLIPS ELEMENTARY,89,0,0,87
6110662,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,FATHER KEITH B. KENNY ELEMENTARY,54,0,0,49
6096168,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,GENEVIEVE DIDION,61,0,0,59
6097083,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,GOLDEN EMPIRE ELEMENTARY,85,0,0,82
6033997,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,H. W. HARKNESS ELEMENTARY,58,0,0,55
6034003,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,HOLLYWOOD PARK ELEMENTARY,45,0,0,43
6034011,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,HUBERT H. BANCROFT ELEMENTARY,60,0,0,47
6034029,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,ISADOR COHEN ELEMENTARY,32,0,0,26
6096150,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,JAMES MARSHALL ELEMENTARY,60,0,0,56
6034045,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,JOHN BIDWELL ELEMENTARY,44,0,0,42
6034052,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,JOHN CABRILLO ELEMENTARY,65,0,2,58
6034060,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,JOHN D. SLOAT ELEMENTARY,44,0,1,39
6059323,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,JOHN H. STILL,85,0,4,77
6034037,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,LEATAATA FLOYD ELEMENTARY,53,0,0,46
6059315,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,LEONARDO DA VINCI,90,0,0,86
6034136,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,MARK TWAIN ELEMENTARY,57,0,0,50
6107239,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,"MARTIN LUTHER KING, JR.",40,0,0,38
6111389,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,MATSUYAMA ELEMENTARY,98,0,3,87
6034169,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,NICHOLAS ELEMENTARY,89,0,0,85
6034177,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,O. W. ERLEWINE ELEMENTARY,46,0,0,37
6034185,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,OAK RIDGE ELEMENTARY,78,0,0,70
6034193,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,PACIFIC ELEMENTARY,91,0,0,83
6034201,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,PARKWAY ELEMENTARY,65,0,0,57
6034219,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,PETER BURNETT ELEMENTARY,78,0,0,74
6034227,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,PHOEBE A. HEARST ELEMENTARY,93,0,0,91
6034235,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,PONY EXPRESS ELEMENTARY,34,0,0,33
6059299,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,ROSA PARKS MIDDLE,49,0,1,41
6034250,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,SEQUOIA ELEMENTARY,69,0,1,55
101295,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,SOL AUREUS COLLEGE PREPARATORY,48,0,1,46
101048,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,ST. HOPE PUBLIC SCHOOL 7,50,0,3,45
6071336,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,SUSAN B. ANTHONY ELEMENTARY,38,0,0,35
6034276,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,SUTTERVILLE ELEMENTARY,58,2,0,52
6034284,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,TAHOE ELEMENTARY,47,0,0,42
106898,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,THE LANGUAGE ACADEMY OF SACRAMENTO,66,2,0,64
6034292,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,THEODORE JUDAH ELEMENTARY,88,0,1,75
6034326,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,WILLIAM LAND ELEMENTARY,83,0,0,73
6034334,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,WOODBINE ELEMENTARY,45,0,0,40
121665,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,YAV PEM SUAB ACADEMY - PREPARING FOR THE FUTURE CHARTER,60,0,1,58
124651,SACRAMENTO,PUBLIC,SACRAMENTO COUNTY OFFICE OF EDUCATION,SACRAMENTO,FORTUNE, ,,,
6034896,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,ALBERT SCHWEITZER ELEMENTARY,56,0,4,46
112169,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,CALIFORNIA MONTESSORI PROJECT-SAN JUAN CAMPUS,178,1,43,119
6034383,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,CAMERON RANCH ELEMENTARY,70,0,6,53
6034391,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,CARMICHAEL ELEMENTARY,63,0,5,38
6034839,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,CHARLES PECK ELEMENTARY,58,0,1,34
6034466,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,COYLE AVENUE ELEMENTARY,55,0,2,48
6034482,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,DEL DAYO ELEMENTARY,90,0,6,83
6034508,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,MARY DETERDING ELEMENTARY,58,0,2,24
6034730,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,MISSION AVENUE OPEN ELEMENTARY,61,0,3,46
6034920,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,STARR KING K-8,90,0,1,49
6034631,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,THOMAS KELLY ELEMENTARY,57,0,3,43
3430717,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,VISIONS IN EDUCATION,319,0,104,182
6034367,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CITRUS HEIGHTS,ARLINGTON HEIGHTS ELEMENTARY,56,0,5,35
6068670,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CITRUS HEIGHTS,CAMBRIDGE HEIGHTS ELEMENTARY,58,0,2,35
6105910,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CITRUS HEIGHTS,CARRIAGE DRIVE ELEMENTARY,64,0,5,55
6034433,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CITRUS HEIGHTS,CITRUS HEIGHTS ELEMENTARY,51,0,1,43
6034573,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CITRUS HEIGHTS,GRAND OAKS ELEMENTARY,56,0,3,40
6034656,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CITRUS HEIGHTS,KINGSWOOD ELEMENTARY,78,0,3,54
6034680,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CITRUS HEIGHTS,LICHEN K-8,71,0,5,53
6034714,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CITRUS HEIGHTS,MARIPOSA AVENUE ELEMENTARY,79,0,4,57
6034912,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CITRUS HEIGHTS,SKYCREST ELEMENTARY,75,0,7,50
6097810,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CITRUS HEIGHTS,WOODSIDE K-8,64,0,4,49
6034672,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,FAIR OAKS,EARL LEGETTE ELEMENTARY,77,0,8,63
6034516,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,FAIR OAKS,HARRY DEWEY FUNDAMENTAL ELEMENTARY,86,0,7,68
6034755,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,FAIR OAKS,NORTHRIDGE ELEMENTARY,62,0,2,47
6034797,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,FAIR OAKS,ORANGEVALE OPEN K-8,62,0,5,57
6111363,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,GOLD RIVER,GOLD RIVER DISCOVERY CENTER K-8,91,0,2,89
114983,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,ORANGEVALE,GOLDEN VALLEY CHARTER SCHOOL OF SACRAMENTO,65,0,20,35
6034581,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,ORANGEVALE,GREEN OAKS FUNDAMENTAL ELEMENTARY,58,0,3,49
6034771,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,ORANGEVALE,OAKVIEW COMMUNITY ELEMENTARY,60,0,7,50
6105928,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,ORANGEVALE,OTTOMON WAY ELEMENTARY,51,0,2,37
6034847,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,ORANGEVALE,PERSHING ELEMENTARY,57,0,3,51
6103816,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,ORANGEVALE,TRAJAN ELEMENTARY,63,0,5,50
6034953,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,ORANGEVALE,TWIN LAKES ELEMENTARY,67,0,4,52
120469,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,ASPIRE ALEXANDER TWILIGHT COLLEGE PREPARATORY ACADEMY,68,0,0,68
6034441,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,COTTAGE ELEMENTARY,59,0,1,48
6034490,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,DEL PASO MANOR ELEMENTARY,62,0,1,46
6034524,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,DYER-KELLY ELEMENTARY,88,0,1,57
128124,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,GATEWAY INTERNATIONAL,66,1,44,21
6034599,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,GREER ELEMENTARY,92,0,2,74
6034623,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,HOWE AVENUE ELEMENTARY,112,0,1,84
6034458,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,JAMES R. COWAN FUNDAMENTAL ELEMENTARY,61,0,2,54
6034706,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,MARIEMONT ELEMENTARY,88,0,1,85
6034813,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,PASADENA AVENUE ELEMENTARY,44,0,5,35
